"created_at","updated_at","name","display_name","about"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"environmental scientists and specialists","","environmental scientists and specialists use their knowledge of the natural sciences to protect the environment and human health. .they may clean up polluted areas, advise policymakers or work with industry to reduce waste"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"epidemiologists","","epidemiologists are public health professionals who investigate patterns and causes of disease and injury in humans. they seek to reduce the risk and occurrence of negative health outcomes through research, community education and health policy."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"atmospheric chemists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"atmospheric dynamists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"atmospheric physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"atomic physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"human resources assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"human resources development personnel","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"forensic science technicians","","forensic science technicians aid criminal investigations by collecting and analyzing evidence. many technicians specialize in either crime scene investigation or laboratory analysis"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"geographers","","geographers study the earth and the distribution of its land, features and inhabitants. they also examine political or cultural structures and study the physical and human geographic characteristics of regions ranging in scale from local to global."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"geological technicians, petroleum technicians","","geological and petroleum technicians provide support to scientists and engineers in exploring and extracting natural resources such as oil and natural gas"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"consumer loan officers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"content writers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"controllers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"convention planners","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"groomers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"geoscientists","","geoscientists study the physical aspects of the earth such as its composition, structure, and processes to learn about its past, present and future"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"historians","","historians research, analyze, interpret and write about the past by studying historical documents and sources"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"urban and regional planners","","urban and regional planners develop land use plans and programs that help create communities, accommodate population growth and revitalize physical facilities in towns, cities, counties and metropolitan areas."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"hydrologists","","hydrologists study how water moves aacross and through the earths crust. they study how rain, snow and other forms of precipitation impact river flows or groundwater levels and how surface water and groundwater evaporate back into the atmosphere or eventually reach the oceans"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"log movers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"log sorts","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"logging equipment operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"machine feeders","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"medical scientists","","medical scientists conduct research aimed at improving overall human health. they often use clinical trials and other investigative methods to reach their findings"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"microbiologists","","microbiologists study microorganisms such as bacteria, viruses, algae, fungi and some types of parasites. they try to understand how these organisms live, grow and interact with their environments"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"nuclear technicians","","nuclear technicians typically work in nuclear energy production or assist physicists, engineers and other professionals in nuclear research. they operate special equipment used in these activities and monitor levels of radiation that are produced"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"audio and video equipment technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"auditing clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"automotive air conditioning technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"avionics technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"b2b sales managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"b2c sales managers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"physicists, astronomers","","physicists and astronomers study the ways in which various forms of matter and energy interact. theoretical physicists and astronomers may study the nature of time or the origin of the universe. some physicists design and perform experiments with sophisticated equipment such as particle accelerators, electron microscopes and lasers"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"political scientists","","political scientists study the origin, development and operation of political systems. they research political ideas and analyze governments, policies, political trends and related issues"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"psychologists","","psychologists study cognitive, emotional and social processes and behavior by observing, interpreting and recording how people relate to one another and to their environments. they use their findings to help improve processes and behaviors"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"sociologists","","sociologists study society and social behavior by examining the groups, cultures, organizations, social institutions and processes that develop when people interact and work together"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"convention service managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"copy editors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"copywriters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"corporate counsels","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"corporate librarians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"corporate paralegals","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"survey researchers","","survey researchers design surveys and analyze data. surveys are used to collect factual data, such as employment and salary information or to ask questions in order to understand peoples opinions, preferences, beliefs or desires"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"zoologists, wildlife biologists","","zoologists and wildlife biologists study animals and other wildlife and how they interact with their ecosystems. they study the physical characteristics of animals, animal behaviors and the impacts humans have on wildlife and natural habitats"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"administrative services managers","","administrative services managers plan, direct and coordinate supportive services of an organization. their specific responsibilities vary, but administrative service managers typically maintain facilities and supervise activities that include recordkeeping, mail distribution, office upkeep."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"food cooking machine operators and tenders","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"food safety and inspection veternarians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"food scientists and technologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"food servers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"fore first inspectors and prevention specialists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"forensic biologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"machine offbearers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"advertising managers, promotions managers, marketing managers","","advertising, promotions and marketing managers plan programs to generate interests in products or services. they work with art directors, advertising sales agents and financial staff members"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"architectural managers, engineering managers","","architectural and engineering managers plan, direct and coordinate activities in architectural and engineering companies"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"bachelors social workers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"backend web developers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"bacteriologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"barbers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"bartender helpers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"computer and information systems managers","","computer and information systems managers plan, coordinate and direct compute rrelated activities in an organization. they help determine the information technology goals of an organization and are responsible for implementing computer systems to meet those goals"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"construction managers","","construction managers plan, coordinate, budget and supervise construction projects from start to finish"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"elementary, middle, and high school principals","","elementary, middle, and high school principals manage all school operations including daily school activities. they coordinate curriculums, oversee teachers and other school staff and provide a safe and productive learning environment for students"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"emergency management directors","","emergency management directors prepare plans and procedures for responding to natural disasters and other emergencies, they"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"hunters and trappers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"immunohematology technologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"immunology technologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"independent insurance agents","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"industrial ecologists","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"farmers, ranchers, and other agricultural managers","","farmers, ranchers and other agricultural managers operate establishments that produce crops, livestock and dairy products"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"customer service representatives","","customer service representatives interact with customers to handle complaints, process orders and provide information about an organizations products and services"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"corporate travel agents","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"correctional treatment specialists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"correspondence clerks","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"financial managers","","financial managers are responsible for the financial health of an organization. they produce financial reports, direct investment activities and develop strategies and plans for the long term financial goals of their organization"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"food service managers","","food service managers are responsible for the daily operation of restaurants or other establishments that prepare and serve food and beverages. they direct staff to ensure that customers are satisfied with their dining experience, and they manage the business to ensure that it is profitable."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"social and community service managers","","social and community service managers coordinate and supervise social service programs and community organizations. .they manage workers who provide social services to the public."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"human resources managers","","human resources managers plan, direct and coordinate the administrative functions of an organization. they oversee the recruiting, interviewing and hiring of new staff; consult with top executives on strategic planning; and serve as a link between an organizations management and its employees"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"machine operator and repair personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"machine operators and tenders","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"machinery maintenance workers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"industrial production managers","","industrial production managers oversee the daily operations of manufacturing and related plants. they coordinate, plan and direct the activities used to create a wide range of goods, such as cars, computer equipment or paper products"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"behavioral disorder counselors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"bench carpenters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"benefits managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"billing clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"biographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"blockmasons","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"bloggers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"lodging managers","","lodging managers ensure that guests on vacation or business travel have a pleasant experience at a hotel, motel or other types of establishments with accommodations. lodging managers also ensure that the establishment is run efficiently and profitably."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"medical and health services managers","","medical and health services managers plan, direct and coordinate medical and health services. they may manage an entire facility, a specific clinical area or department or a medical practice for a group of physicians."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"natural sciences managers","","natural sciences managers supervise the work of scientists, including chemists, physicists, and biologists. they direct activities related to research and development and coordinate activities such as testing, quality control, and production."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"postsecondary education administrators","","postsecondary education administrators oversee student services, academics and faculty research at colleges and universities. their job duties vary depending on the area of the college they manage, such as adminissions, student affairs or the registrars office"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"preschool and childcare center directors","","preschool and childcare center directors supervise and lead staffs, design program plans, oversee daily activities and prepare budgets. they are responsible for all aspects of their centers program"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"industrial machinery mechanics","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"industrial microbiologists","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"property managers, real estate managers, community association managers","","property, real estate and community association managers take care of the many aspects of residential, commercial, or industrial properties. they make sure the property is well maintained, has a nice appearance, operates smoothly and preserves its resale value."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"bakers","","bakers mix ingredients according to recipes in order to make breads, pastries and other baked goods"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"public relations managers, fundraising managers","","public relations managers plan and direct the creation of material that will maintain or enhance the public image of their employer or client. fundraising managers coordinate campaigns that bring in donates for their organization."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"sales managers","","sales managers direct organizations sales teams. they set sales goals, analyze data and develop training programs for organizations sales representatives"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"skincare specialists","","skincare specialists cleanse and beautify the face and body to enhance a persons appearance"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"top executives","","top executives devise strategies and policies to ensure that an organization meets its goals. they plan, direct and coordinate operational activities of companies and organizations"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"blood bank technologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"bookkeeping clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"brake technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"brazers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"breast sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"brickmasons","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"machinists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"magistrate judges","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"magistrates","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"actuaries","","actuaries analyze the financial costs of risk and uncertainty. they use mathematics, statistics and financial theory to assess the risk of potential events, and they help businesses and clients develop policies that minimize the cost of that risk. actuaries work is essential to the insurance industry"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"mathematicians, statisticians","","mathematicians and statisticians analyze data and apply mathematical and statistical techniques to help solve real world problems in business, engineering, healthcare and other fields"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"operations research analysts","","operations research analysts use advanced mathematical and analytical methods to help organizations solve problems and make better decisions"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"announcers","","announcers present music, news, and sports and may provide commentary or interview guests about these other important topics. some act as masters of ceremonies (emcees) or disc jockeys (djs) at weddings, parties or clubs"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"broadcast and sound engineering technicians","","broadcast and sound engineering technicians setup, operate and maintain the electrical equipment for radio programs, television broadcasts, concerts, sound recordings and movies"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"editors","","editors plan, review and revise content for publication"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"film and video editors, camera operators","","film and video editors and camera operators manipulate images that entertain or inform an audience. camera operators capture a wide range of material for tv shows, motion pictures, music videos, documentaries or news and sporting events. editors take footage shot by camera operators and organize it into a final product"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"industrial photographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"industrial organizational psychologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"inside sales representatives","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"inspection authorized mechanics","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"inspectors","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"interpreters, translators","","interpreters and translators convert information from one language into another language. interpreters work in spoken or sign language; translators work in written language"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"photographers","","photographers use their technical expertise, creativity and composition skills to produce and preserve images that tell a story or record an event"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"correspondents","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"public relations specialists","","public relations specialists create and maintain a favorable public image for the organizatio they represent. they craft media releases and develop social media programs to shape public perception of their organization and increase awareness of its work and goals."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"broadcast captioners","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"reporters, correspondents, and broadcast news analysts","","reporters, correspondents and broadcast news analysts inform the public about news and events happening internationally, nationally and locally. they report the news for newspapers, magazines, websites, television and radio"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"technical writers","","technical writers prepare instruction manuals, how to guides, journal articles and other supporting documents to communicate complex and technical information more easily. they also develop, gather and disseminate technical information through an organizations communications channels"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"writers, authors","","writers and authors develop written content for various types of media, including advertisements; books; magazines; movie, play and television scripts; and blogs"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"military careers","",
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"maintenance sheet metal workers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"bill collectors, account collectors","","bill and account collectors try to recover payment on overdue bills. they negotiate repayment plans with debtors and help them find solutions to make paying their overdue bills easier."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"bookkeeping, accounting, and auditing clerks","","bookkeeping, accounting, and auditing clerks produce financial records for organizations. they record financial transactions, update statements and check financial records for accuracy."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"desktop publishers","","desktop publishers use computer software to design page layouts for newspapers, books, brochures and other items that are printed or published online"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"financial clerks","","financial clerks do administrative work for many types of organizations. they keep records, help customers and carry out financial transactions"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"general office clerks","","general office clerks perform a variety of clerical tasks, including answering telephones, typing documents and filing records"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"information clerks","","information clerks perform routine clerical duties such as maintaining records, collecting data and providing information to customers"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"material recording clerks","","material recording clerks track product information in order to keep businesses and supply chains on schedule. they ensure proper scheduling, recordkeeping, and inventory control"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"broadcast meteorologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"broadcast news analysts","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"broadcast technicians","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"police, fire and ambulance dispatchers","","police, fire and ambulance dispatchers answer emergency and nonemergency calls"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"postal service workers","","postal service workers sell postal products and collect, sort and deliver mail"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"digital forensics analysts","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"dining room attendants","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"receptionists","","receptionists perform administrative tasks, such as answering phones, receiving visitors and providing general information about their organization to the public and customers"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"secretaries, administrative assistants","","secretaries and administrative assistants perform routine clerical and administrative duties. they organize files, prepare documents, schedule appointments and support other stuff"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"tellers","","tellers are responsible for accurately processing routine transactions at a bank. these transactions include cashing checks, depositing money and collecting loan payments"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"animal care and service workers","","animal care and service workers provide care for animals. they feed, groom, bathe, and exercise pets and other nonfarm animals"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"barbers, hairstylists, cosmetologists","","barbers, hairstylists and cosmetologists provide haircutting, hairstyling and a range of other beauty services."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"major gifts fundraisers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"management dietitians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"managing editors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"marine oilers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"marketing managers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"childcare workers","","childcare workers attend to the basic needs of children, such as dressing, bathing, feeding and overseeing play. they may help younger children prepare for kindergarten or assist older children with homework."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"fitness trainers and instructors","","fitness trainers and instructors lead, instruct, and motivate individuals or groups in exercise activities, including cardiovascular exercise, strength training and stretching they work with people of all ages and skill levels."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"funeral service workers","","funeral service workers organize and manage the details of a funeral"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"gaming services workers","","gaming services workers serve customers in gambling establishments, such as casinos or racetracks. some workers tend slot machines or deal cards. others take bets or pay out winnings. still others supervise or manage gaming workers and operations"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"brokerage clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"brokers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"buckers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"manicurists, pedicurists","","manicurists and pedicurists clean, shape and beautify fingernails and toenails"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"recreation workers","","recreation workers design and lead activities to help people stay active, improve fitness, and have fun. they work with groups in summer camps, fitness and recreational sports centers, nursing care facilities, nature parks and other settings. they may lead such activities as arts and crafts, sports, music, dramatics or games."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"disk jockeys","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"drivability technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"driver or sakes workers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electric motor","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"assemblers, fabricators","","assemblers and fabricators assemble finished products and the parts that go into them. they use tools, machines and their hands to make engines, computers, aircraft, ships, boats, toys, electronic devices, control panels and more"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"counseling psychologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"counter attendants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"county administrators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"installation sheet metal workers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"institution and cafeteria cooks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"insurance claims clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"insurance managers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"dental and ophthalmic laboratory technicians, medical appliance technicians","","dental and ophthalmic laboratory technicians and medical appliance technicians construct, fit or repair medical appliances and devices, including dentures, eyeglasses and prosthetics"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"food and tobacco processing workers","","food and tobacco processing workers operate equipment that mixes, cooks or processes ingredients used in the manufacturing of food and tobacco products"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"jewelers and precious stone and metal workers","","jewelers and precious stone and metal workers design, construct, adjust, repair, appraise and sell jewelry"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"machinists and tool and die makers","","machinists and tool and die makers set up and operate a variety of computer controlled and mechanically controlled machine tools to produce precision metal parts, instruments and tools"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"building inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cabinetmakers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cafeteria attendants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"camp counselors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"capital campaign fundraisers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"captains","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"captive agents","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cardiac sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cardiographic technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"podcasters","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"metal and plastic machine workers","","metal and plastic machine workers set up and operate machines that cut, shape and form metal and plastic materials or pieces"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"painting and coating workers","","painting and coating workers paint and coat a wide range of products, including cars, jewelry and ceramics, often with the use of machines."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"power plant operators, distributors, and dispatchers","","power plant operators, distributors and dispatchers control the systems that generate and distribute electric power"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"quality control inspectors","","quality control inspectors examine products and materials for defects or deviations from specifications"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electrical and electronic equipment assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electrical and electronics installers and repairers of transported equipment","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electrical inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electrical power line installers and repairers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"forensic psychologists","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"stationary engineers and boiler operators","","stationary engineers and boiler operators control stationary engines, boilers or other mechanical equipment to provide utilities for buildings or for industrial purposes"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"water and wastewater treatment plant and system operators","","water and wastewater treatment plant and system operators manage a system of machines, often through the use of control boards, to transfer or treat water or wastewater"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"welders, cutters, solderers, and brazers","","welders, cutters, solderers and brazers use hand held or remotely controlled equipment to join or cut metal parts. they also fill holes, indentations or seams in metal products"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"woodworkers","","woodworkers manufacture a variety of prodcuts such as cabinets and furniture, using wood, veneers, and laminates. they often combine and incorporate different materials into woodl"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"court clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"intellectual property lawyers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"intercity bus drivers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"masters social workers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"material clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"material movers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"materials inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"materials physicists","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"correctional officers and bailiffs","","correctional officers are responsible for overseeing individuals who have been arrested and are awaiting trial or who have been sentenced to serve time in jail or prison. bailiffs are law enforcement officers who maintain safety and order in courtrooms. their duties, which vary by court, include enforcing courtroom rules, assisting judges, guarding juries, delivering court documents and providing general security for courthourses"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"firefighters","","firefighters control and put out fires and respond to emergencies where life, property or the environment is at risk"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cardiovascular invasive specialists","",""
